years_of_experience,skill_match_score,interview_score,assessment_score,decision_confidence,feature_count,risk_label,gender,age,caste_proxy,socioeconomic_bg,location_tier,final_decision
11.2,0.318,49.7,66.4,0.536,8,YELLOW,Male,37,OBC,Middle,Metro,Hired
5.7,0.554,96.2,69.7,0.221,9,YELLOW,Non-binary,51,General,High,Rural,Hired
11.9,0.659,87.6,38.9,0.494,9,YELLOW,Male,43,OBC,Middle,Tier-2,Hired
8.7,0.973,43.5,55.7,0.735,4,YELLOW,Female,39,SC,Middle,Metro,Hired
18.5,0.456,62.4,49.6,0.513,9,YELLOW,Male,52,General,Low,Tier-2,Rejected
5.8,0.648,35.4,73.2,0.344,12,RED,Male,51,General,Middle,Tier-2,Rejected
13.6,0.578,42.2,35.7,0.676,5,YELLOW,Male,37,ST,Low,Tier-3,Hired
1.1,0.318,25.2,52.5,0.473,4,RED,Female,36,SC,Middle,Tier-3,Rejected
19.1,0.253,71.4,87.9,0.955,4,GREEN,Female,47,OBC,High,Tier-2,Rejected
19.6,0.988,72.6,63.7,0.381,12,YELLOW,Male,21,General,Middle,Tier-3,Rejected
14.8,0.207,87.1,91.7,0.724,12,YELLOW,Non-binary,51,General,Middle,Tier-2,Hired
9.3,0.79,89.7,38.6,0.572,5,GREEN,Male,40,SC,High,Metro,Hired
4.4,0.147,32.8,55.2,0.123,13,RED,Female,55,OBC,High,Rural,Rejected
16.3,0.804,79.4,60.0,0.492,10,YELLOW,Male,42,General,Middle,Metro,Hired
14.7,0.186,30.8,52.0,0.077,6,RED,Female,36,General,Middle,Tier-2,Hired
4.4,0.967,49.9,74.8,0.792,11,RED,Male,25,General,Low,Tier-3,Rejected
9.0,0.686,61.2,31.9,0.74,12,RED,Female,21,SC,Middle,Metro,Hired
9.3,0.09,24.0,61.6,0.097,12,RED,Female,46,OBC,Middle,Tier-2,Rejected
16.5,0.693,32.5,31.1,0.52,7,YELLOW,Female,28,General,Middle,Metro,Rejected
13.7,0.604,41.7,70.3,0.954,3,GREEN,Male,54,OBC,Low,Metro,Rejected
12.9,0.338,30.2,86.4,0.318,3,YELLOW,Female,40,SC,High,Tier-2,Rejected
13.0,0.261,94.7,21.6,0.9,11,YELLOW,Male,54,OBC,High,Rural,Rejected
5.4,0.719,43.1,56.6,0.192,10,RED,Male,39,General,High,Metro,Rejected
7.4,0.741,60.1,59.4,0.056,10,RED,Female,35,ST,Low,Tier-3,Rejected
0.9,0.327,99.7,77.6,0.549,1,GREEN,Female,26,General,High,Tier-2,Hired
15.7,0.876,65.3,26.0,0.275,13,RED,Male,36,OBC,Low,Tier-3,Hired
8.7,0.269,52.9,52.5,0.876,2,YELLOW,Female,53,General,Middle,Tier-3,Rejected
8.8,0.07,94.4,82.8,0.683,8,YELLOW,Female,54,SC,Low,Tier-2,Hired
4.9,0.6,37.8,62.6,0.696,13,YELLOW,Female,39,OBC,Middle,Tier-2,Hired
4.2,0.107,34.4,80.0,0.683,4,YELLOW,Female,59,General,Middle,Tier-2,Rejected
11.8,0.277,62.8,49.1,0.688,7,YELLOW,Male,22,OBC,Low,Tier-3,Hired
4.7,0.507,54.2,93.6,0.752,11,YELLOW,Male,23,OBC,High,Rural,Rejected
1.3,0.286,83.8,26.2,0.68,4,YELLOW,Male,23,OBC,Middle,Tier-2,Rejected
15.4,0.215,23.4,27.3,0.834,2,YELLOW,Female,23,General,Low,Rural,Hired
7.5,0.703,69.4,62.3,0.575,7,YELLOW,Male,21,General,High,Tier-2,Hired
7.6,0.547,76.9,57.7,0.38,11,YELLOW,Female,23,ST,Low,Tier-3,Rejected
8.6,0.84,97.8,71.1,0.489,8,YELLOW,Female,52,General,Middle,Tier-2,Hired
16.3,0.581,31.7,38.3,0.464,6,YELLOW,Male,39,OBC,High,Metro,Hired
6.4,0.483,39.7,38.1,0.363,9,YELLOW,Female,51,General,High,Tier-2,Hired
15.2,0.261,94.6,79.9,0.441,1,GREEN,Female,51,SC,Middle,Tier-3,Hired
18.8,0.792,70.5,43.3,0.412,5,GREEN,Female,47,OBC,High,Tier-3,Rejected
13.2,0.197,23.0,78.2,0.154,12,RED,Male,24,SC,Middle,Tier-2,Hired
8.6,0.242,26.2,71.3,0.831,6,GREEN,Male,25,OBC,Middle,Tier-3,Rejected
15.0,0.842,82.8,26.7,0.761,13,YELLOW,Female,47,OBC,High,Rural,Rejected
9.2,0.741,65.4,76.9,0.367,8,YELLOW,Female,58,ST,High,Metro,Hired
8.3,0.613,65.2,90.4,0.938,13,YELLOW,Female,27,SC,High,Metro,Hired
10.5,0.039,90.4,85.3,0.942,9,YELLOW,Female,45,OBC,High,Rural,Hired
6.4,0.127,39.3,20.7,0.855,6,YELLOW,Male,22,OBC,Middle,Metro,Rejected
2.1,0.5,32.8,63.2,0.078,12,RED,Female,28,OBC,Middle,Tier-3,Hired
8.3,0.746,69.1,93.1,0.399,4,YELLOW,Male,44,OBC,Low,Tier-2,Rejected
2.5,0.464,90.6,67.9,0.48,6,YELLOW,Male,46,OBC,Middle,Tier-2,Rejected
8.2,0.017,41.2,43.2,0.726,10,RED,Male,44,SC,Low,Tier-3,Rejected
11.1,0.184,74.5,35.6,0.647,12,RED,Female,38,ST,Low,Tier-3,Rejected
18.6,0.589,32.2,74.8,0.688,3,YELLOW,Female,32,OBC,Low,Metro,Hired
0.7,0.694,33.8,81.7,0.771,13,YELLOW,Female,52,OBC,High,Metro,Hired
12.4,0.033,92.1,93.0,0.942,6,YELLOW,Female,33,General,High,Tier-3,Hired
9.2,0.043,29.4,92.5,0.568,5,YELLOW,Female,48,SC,Middle,Tier-3,Rejected
0.4,0.261,21.9,47.1,0.9,2,YELLOW,Female,34,SC,Middle,Metro,Hired
5.0,0.084,82.0,68.3,0.816,1,GREEN,Female,41,ST,Low,Metro,Rejected
2.4,0.542,49.0,28.1,0.368,8,RED,Male,57,OBC,Middle,Tier-3,Rejected
4.3,0.124,51.7,27.6,0.815,8,YELLOW,Female,36,SC,Low,Tier-2,Rejected
5.5,0.648,84.0,25.7,0.16,2,YELLOW,Female,54,General,Middle,Tier-3,Rejected
8.0,0.777,34.4,94.2,0.199,12,RED,Male,23,OBC,Middle,Rural,Hired
10.6,0.971,72.0,32.2,0.983,8,GREEN,Male,41,General,Middle,Tier-3,Hired
0.0,0.948,45.1,58.6,0.453,1,GREEN,Male,40,OBC,High,Tier-2,Hired
3.2,0.273,28.3,54.6,0.483,11,RED,Male,58,General,Low,Tier-2,Rejected
1.9,0.029,75.0,46.0,0.944,3,GREEN,Female,31,General,Middle,Tier-2,Hired
11.0,0.329,45.5,63.0,0.39,9,RED,Female,43,SC,High,Rural,Rejected
6.6,0.708,89.3,20.2,0.273,9,RED,Female,43,OBC,Middle,Metro,Rejected
11.0,0.06,93.5,50.4,0.123,11,RED,Female,24,General,Middle,Tier-2,Hired
4.4,0.36,87.9,58.3,0.541,11,YELLOW,Female,59,SC,Middle,Metro,Rejected
0.5,0.298,45.8,84.3,0.238,13,RED,Female,39,General,Middle,Tier-3,Hired
18.8,0.219,38.9,76.1,0.111,2,YELLOW,Female,38,General,Middle,Tier-3,Rejected
2.2,0.706,91.4,88.0,0.814,5,GREEN,Male,55,General,Middle,Metro,Rejected
2.5,0.659,56.2,50.1,0.359,5,YELLOW,Male,23,General,Middle,Tier-3,Rejected
2.9,0.535,76.6,31.3,0.595,5,YELLOW,Male,46,SC,High,Tier-2,Rejected
19.6,0.911,86.2,52.1,0.148,4,YELLOW,Female,21,OBC,Middle,Rural,Hired
12.4,0.103,42.2,97.0,0.525,4,YELLOW,Male,58,OBC,High,Tier-3,Hired
12.2,0.15,29.5,37.1,0.644,13,RED,Female,52,OBC,Middle,Tier-3,Rejected
19.7,0.383,70.0,34.0,0.473,12,YELLOW,Female,41,General,Low,Metro,Rejected
1.8,0.656,67.2,95.5,0.367,9,YELLOW,Female,36,OBC,Low,Rural,Rejected
19.5,0.584,41.6,96.0,0.342,8,RED,Male,56,SC,Middle,Tier-3,Hired
4.1,0.074,66.8,31.9,0.153,7,YELLOW,Female,30,OBC,Middle,Tier-3,Rejected
12.5,0.958,83.2,81.6,0.159,9,YELLOW,Female,50,OBC,Low,Tier-3,Rejected
8.4,0.305,48.0,54.4,0.516,12,YELLOW,Female,37,General,Middle,Rural,Rejected
7.7,0.359,39.4,59.4,0.18,6,YELLOW,Female,53,General,Middle,Tier-2,Hired
18.6,0.624,78.0,59.9,0.26,7,YELLOW,Male,50,General,High,Metro,Rejected
3.0,0.945,82.9,97.5,0.205,12,YELLOW,Female,59,SC,High,Tier-2,Rejected
19.9,0.663,96.3,34.8,0.804,12,YELLOW,Male,44,General,Low,Metro,Rejected
7.6,0.955,31.8,81.8,0.473,3,GREEN,Male,32,SC,Middle,Metro,Rejected
13.0,0.188,91.1,20.5,0.569,4,YELLOW,Male,55,OBC,Middle,Metro,Hired
19.4,0.619,81.2,70.3,0.598,3,GREEN,Male,45,OBC,Middle,Tier-2,Hired
1.2,0.829,76.2,72.2,0.423,1,GREEN,Male,48,OBC,Low,Tier-3,Rejected
18.5,0.509,45.0,80.3,0.331,10,RED,Male,31,General,High,Rural,Rejected
11.4,0.362,21.8,94.1,0.409,6,YELLOW,Male,41,ST,Middle,Rural,Rejected
14.1,0.985,60.6,80.3,0.553,1,GREEN,Male,54,General,Middle,Metro,Hired
3.0,0.141,42.9,78.6,0.387,3,YELLOW,Female,35,SC,Middle,Tier-3,Hired
10.7,0.411,43.2,40.3,0.178,7,YELLOW,Female,43,General,Middle,Rural,Rejected
13.5,0.873,94.2,99.4,0.909,11,GREEN,Female,29,OBC,Low,Tier-3,Hired
9.1,0.9,32.2,57.5,0.738,9,YELLOW,Female,27,OBC,High,Metro,Hired
3.1,0.98,94.7,53.4,0.112,7,YELLOW,Female,51,General,High,Rural,Rejected
4.9,0.885,60.3,60.2,0.901,3,GREEN,Male,37,General,Low,Tier-2,Rejected
17.1,0.051,87.1,51.5,0.21,4,YELLOW,Female,29,OBC,Low,Tier-2,Hired
0.7,0.93,42.7,67.5,0.142,11,RED,Male,28,SC,Middle,Metro,Hired
14.2,0.428,70.7,48.0,0.213,11,RED,Male,25,OBC,High,Tier-3,Rejected
20.0,0.652,64.5,39.2,0.927,12,RED,Female,38,General,High,Rural,Rejected
0.1,0.394,93.9,94.2,0.258,7,YELLOW,Male,33,General,High,Tier-3,Rejected
3.2,0.814,34.3,94.2,0.79,4,GREEN,Male,24,ST,Middle,Metro,Rejected
13.5,0.576,36.4,59.7,0.654,7,YELLOW,Female,39,General,Middle,Metro,Hired
1.2,0.846,95.9,97.0,0.537,12,YELLOW,Female,58,OBC,High,Rural,Hired
11.8,0.194,27.8,53.3,0.394,3,YELLOW,Male,59,General,High,Rural,Rejected
13.7,0.185,70.8,51.0,0.137,12,RED,Female,44,OBC,Middle,Rural,Hired
11.8,0.44,24.8,93.4,0.718,13,YELLOW,Female,43,General,Middle,Tier-3,Rejected
7.3,0.005,26.2,70.6,0.421,11,RED,Female,59,ST,High,Metro,Rejected
13.9,0.693,67.8,81.0,0.553,9,YELLOW,Male,50,OBC,Middle,Tier-2,Hired
11.9,0.296,64.1,53.0,0.099,6,RED,Female,27,General,High,Metro,Hired
4.2,0.557,65.8,52.6,0.779,12,YELLOW,Female,41,OBC,Middle,Tier-2,Rejected
11.3,0.07,57.9,26.7,0.701,3,YELLOW,Female,35,General,High,Metro,Rejected
17.6,0.171,79.4,97.3,0.548,10,YELLOW,Male,26,ST,High,Tier-2,Hired
13.3,0.623,99.4,38.2,0.517,6,GREEN,Female,57,General,Middle,Tier-3,Rejected
9.4,0.306,42.1,59.5,0.367,7,RED,Male,43,SC,Middle,Tier-3,Hired
6.4,0.215,45.9,29.2,0.372,7,RED,Female,47,SC,High,Metro,Hired
1.7,0.229,45.8,71.8,0.114,1,RED,Female,51,General,Low,Rural,Hired
4.9,0.215,81.1,51.3,0.696,13,YELLOW,Female,23,ST,Low,Metro,Hired
0.2,0.623,47.8,81.4,0.092,9,RED,Male,33,ST,Middle,Rural,Hired
19.7,0.168,74.1,62.3,0.051,8,RED,Male,55,SC,Middle,Tier-2,Rejected
4.4,0.363,55.7,30.4,0.079,2,RED,Female,28,OBC,High,Metro,Hired
16.3,0.688,68.6,20.9,0.241,11,RED,Female,28,OBC,Low,Tier-3,Hired
3.4,0.514,86.3,37.0,0.586,13,YELLOW,Female,45,General,High,Metro,Rejected
5.7,0.597,61.1,77.9,0.69,11,YELLOW,Male,31,ST,Middle,Tier-2,Rejected
8.4,0.251,58.0,86.3,0.445,4,YELLOW,Male,53,General,Middle,Tier-3,Rejected
6.5,0.933,41.4,47.3,0.434,3,YELLOW,Male,49,SC,Middle,Tier-2,Rejected
16.0,0.414,61.3,62.9,0.592,5,YELLOW,Female,51,SC,High,Tier-3,Hired
19.2,0.287,41.0,39.2,0.611,1,YELLOW,Male,48,ST,High,Tier-2,Rejected
17.5,0.904,87.5,90.4,0.844,8,GREEN,Male,26,SC,Middle,Metro,Hired
3.1,0.655,51.1,97.2,0.82,6,GREEN,Male,46,SC,High,Tier-3,Hired
15.5,0.614,30.3,80.2,0.824,7,GREEN,Female,27,SC,Low,Rural,Hired
3.0,0.887,39.2,27.1,0.844,13,YELLOW,Female,21,OBC,Middle,Metro,Hired
18.3,0.059,62.8,55.0,0.877,9,YELLOW,Male,59,General,High,Metro,Rejected
10.4,0.838,93.3,99.2,0.572,6,GREEN,Female,30,ST,Low,Metro,Rejected
6.7,0.678,44.0,38.4,0.609,11,YELLOW,Female,48,OBC,Middle,Tier-2,Rejected
3.1,0.36,41.2,73.6,0.734,5,YELLOW,Male,34,SC,Middle,Rural,Hired
0.2,0.256,52.5,95.1,0.237,10,RED,Male,48,General,High,Tier-3,Rejected
5.0,0.105,97.4,81.9,0.389,13,RED,Male,36,OBC,Middle,Tier-3,Hired
18.3,0.941,87.6,68.7,0.908,12,GREEN,Female,38,OBC,Low,Tier-2,Rejected
15.9,0.142,32.0,60.5,0.541,7,GREEN,Male,23,ST,Low,Tier-2,Hired
19.4,0.259,69.1,94.3,0.099,7,YELLOW,Female,39,General,Middle,Tier-2,Rejected
2.0,0.691,83.3,51.6,0.431,6,GREEN,Female,47,OBC,Middle,Metro,Hired
11.8,0.71,81.4,92.1,0.201,7,YELLOW,Female,48,General,Low,Tier-2,Rejected
5.1,0.161,59.1,54.5,0.385,13,RED,Non-binary,55,OBC,High,Tier-2,Hired
10.9,0.814,78.5,80.5,0.562,12,YELLOW,Male,43,OBC,Middle,Tier-3,Rejected
6.4,0.51,66.7,93.3,0.525,8,YELLOW,Female,59,General,Middle,Tier-3,Hired
5.7,0.848,36.1,64.1,0.511,4,YELLOW,Male,45,OBC,Middle,Tier-2,Rejected
11.5,0.087,24.5,44.8,0.067,5,RED,Male,52,SC,High,Tier-2,Rejected
3.7,0.043,49.6,24.1,0.468,4,RED,Female,26,SC,High,Tier-3,Rejected
9.4,0.637,25.0,84.7,0.077,3,YELLOW,Male,28,SC,High,Metro,Hired
13.0,0.15,51.6,69.8,0.431,1,GREEN,Female,43,General,Low,Tier-2,Rejected
2.6,0.525,86.3,41.0,0.658,11,YELLOW,Female,40,OBC,Middle,Rural,Rejected
18.6,0.014,87.5,90.2,0.168,10,RED,Female,40,OBC,Low,Tier-3,Hired
10.1,0.78,22.7,93.6,0.912,3,GREEN,Female,56,SC,Low,Rural,Hired
16.4,0.9,25.6,91.0,0.643,9,YELLOW,Female,39,SC,Middle,Rural,Rejected
13.1,0.839,73.6,68.1,0.255,3,YELLOW,Male,23,OBC,Middle,Tier-3,Hired
14.2,0.958,60.0,98.1,0.42,4,GREEN,Female,41,SC,Middle,Metro,Hired
14.3,0.903,31.9,90.0,0.141,4,YELLOW,Male,29,SC,Low,Tier-2,Rejected
17.5,0.444,84.4,28.3,0.071,2,YELLOW,Male,22,OBC,Middle,Tier-2,Rejected
12.3,0.398,37.3,98.5,0.911,10,RED,Male,31,General,Low,Tier-2,Hired
5.6,0.896,26.3,63.9,0.685,1,GREEN,Male,21,SC,Low,Tier-3,Hired
2.0,0.927,80.0,93.6,0.783,6,GREEN,Male,44,OBC,High,Tier-2,Hired
12.1,0.973,68.7,80.8,0.635,7,GREEN,Female,39,OBC,Middle,Metro,Hired
1.3,0.768,51.6,71.8,0.902,8,GREEN,Female,58,General,High,Metro,Rejected
4.8,0.202,75.4,46.1,0.892,3,YELLOW,Female,23,General,Middle,Tier-3,Hired
1.2,0.945,92.9,22.2,0.105,7,RED,Female,39,SC,High,Tier-2,Hired
11.0,0.947,22.7,42.1,0.228,11,RED,Female,56,General,Middle,Metro,Rejected
3.2,0.666,70.2,74.9,0.422,5,GREEN,Female,42,OBC,Low,Tier-2,Rejected
12.2,0.857,37.5,89.0,0.371,13,RED,Female,35,OBC,Middle,Metro,Rejected
15.8,0.561,57.9,20.2,0.544,6,YELLOW,Male,45,General,High,Metro,Rejected
16.4,0.944,53.9,36.6,0.301,11,RED,Male,31,OBC,Middle,Metro,Rejected
6.2,0.094,51.2,73.8,0.8,2,YELLOW,Male,54,General,High,Tier-3,Hired
11.0,0.864,35.2,42.7,0.057,12,YELLOW,Male,46,General,High,Metro,Rejected
11.3,0.056,84.2,31.3,0.794,7,GREEN,Female,32,ST,Middle,Metro,Hired
9.5,0.339,50.4,26.6,0.42,13,RED,Female,23,OBC,Middle,Metro,Hired
13.1,0.135,91.0,71.0,0.055,10,RED,Female,45,ST,Middle,Tier-3,Hired
4.2,0.479,48.4,67.6,0.846,10,YELLOW,Male,56,OBC,Middle,Metro,Rejected
19.6,0.232,87.2,88.7,0.47,2,GREEN,Female,57,SC,Middle,Tier-2,Rejected
2.0,0.952,63.6,45.2,0.731,8,YELLOW,Male,46,General,Low,Metro,Hired
16.6,0.559,50.9,30.9,0.876,10,YELLOW,Male,57,General,Middle,Tier-3,Hired
11.9,0.898,76.3,83.9,0.082,11,RED,Female,52,General,Middle,Metro,Rejected
4.9,0.278,82.9,99.1,0.296,5,YELLOW,Male,35,General,Middle,Tier-2,Rejected
14.9,0.026,58.6,48.8,0.162,8,RED,Female,54,ST,High,Metro,Rejected
1.7,0.776,54.0,89.2,0.142,3,YELLOW,Male,25,OBC,High,Tier-3,Rejected
15.5,0.702,66.2,81.0,0.939,6,GREEN,Female,55,OBC,Middle,Metro,Rejected
11.8,0.545,66.8,92.9,0.807,7,GREEN,Female,57,OBC,High,Metro,Hired
2.2,0.815,54.0,53.9,0.393,1,GREEN,Female,42,General,Middle,Tier-2,Rejected
1.6,0.84,80.6,28.1,0.696,12,YELLOW,Female,56,ST,Middle,Rural,Hired
15.0,0.588,52.0,29.5,0.914,9,YELLOW,Female,26,OBC,Middle,Tier-3,Rejected
5.9,0.966,56.2,81.1,0.258,3,YELLOW,Female,24,General,Middle,Rural,Hired
17.8,0.72,68.4,89.1,0.063,12,YELLOW,Female,34,OBC,High,Tier-2,Rejected
15.2,0.677,98.9,56.6,0.825,9,RED,Female,24,General,Middle,Tier-2,Rejected
14.0,0.361,40.9,24.8,0.729,10,YELLOW,Male,30,OBC,Middle,Tier-3,Hired
5.6,0.002,38.6,25.3,0.201,13,RED,Female,28,OBC,Middle,Metro,Rejected
14.2,0.241,34.2,67.9,0.51,6,YELLOW,Male,38,ST,Low,Metro,Hired
19.0,0.764,75.2,93.5,0.201,5,YELLOW,Male,46,ST,Low,Metro,Hired
1.8,0.71,55.9,52.0,0.616,9,YELLOW,Female,28,General,Middle,Rural,Rejected
6.5,0.331,51.1,72.0,0.659,12,YELLOW,Female,32,General,High,Tier-3,Rejected
4.7,0.626,36.3,63.4,0.31,11,RED,Female,49,SC,High,Metro,Hired
7.9,0.195,91.3,91.2,0.784,11,YELLOW,Non-binary,30,OBC,High,Tier-3,Hired
14.8,0.264,55.5,86.6,0.495,10,YELLOW,Male,34,OBC,High,Tier-3,Rejected
9.5,0.947,68.6,35.9,0.714,1,GREEN,Non-binary,52,OBC,High,Tier-2,Hired
11.4,0.413,29.0,74.2,0.651,7,RED,Female,36,OBC,Middle,Metro,Rejected
6.3,0.245,28.6,87.8,0.474,5,GREEN,Male,30,OBC,Middle,Tier-3,Rejected
2.8,0.487,25.4,94.4,0.325,5,YELLOW,Female,52,ST,High,Metro,Hired
5.3,0.387,49.4,67.2,0.242,12,RED,Male,58,OBC,Middle,Metro,Hired
17.2,0.73,57.8,34.1,0.751,6,YELLOW,Non-binary,56,General,Low,Tier-2,Rejected
12.0,0.962,39.6,64.7,0.653,11,YELLOW,Male,38,General,High,Metro,Rejected
7.6,0.592,48.0,73.3,0.314,12,RED,Male,21,ST,High,Tier-3,Rejected
15.8,0.591,20.5,41.8,0.959,6,GREEN,Female,37,OBC,Middle,Metro,Rejected
1.3,0.365,48.1,97.8,0.812,3,GREEN,Male,50,OBC,High,Tier-3,Rejected
5.1,0.565,29.5,38.3,0.169,10,RED,Male,57,General,High,Tier-2,Hired
4.6,0.319,30.3,92.9,0.203,12,RED,Male,23,ST,Middle,Tier-2,Rejected
19.7,0.001,20.4,54.0,0.561,6,YELLOW,Female,25,OBC,Middle,Metro,Rejected
14.1,0.866,75.7,20.0,0.146,3,YELLOW,Male,32,ST,Low,Metro,Rejected
12.4,0.429,94.5,63.5,0.956,7,RED,Female,25,General,High,Metro,Rejected
0.1,0.492,69.7,70.3,0.65,13,YELLOW,Female,27,General,Low,Metro,Rejected
3.7,0.084,27.7,89.5,0.112,7,RED,Female,37,General,High,Metro,Rejected
12.7,0.837,99.2,63.2,0.467,6,YELLOW,Female,30,General,Middle,Tier-2,Hired
7.6,0.17,98.0,27.5,0.259,6,YELLOW,Female,43,ST,High,Tier-2,Rejected
18.5,0.411,57.5,94.1,0.511,10,YELLOW,Male,57,OBC,High,Tier-3,Rejected
15.3,0.84,28.6,65.2,0.282,5,RED,Male,40,SC,Low,Tier-2,Rejected
8.9,0.458,77.7,41.7,0.832,10,YELLOW,Female,40,SC,High,Tier-2,Hired
15.0,0.931,96.9,91.9,0.728,13,YELLOW,Male,58,General,High,Rural,Hired
19.5,0.209,82.3,29.7,0.902,11,YELLOW,Male,44,OBC,Middle,Tier-2,Hired
9.2,0.715,69.9,27.8,0.236,13,RED,Female,59,SC,High,Metro,Rejected
12.9,0.978,68.9,62.8,0.412,11,YELLOW,Male,57,OBC,Middle,Metro,Rejected
18.4,0.55,98.2,70.0,0.807,11,YELLOW,Male,22,General,Low,Metro,Rejected
5.0,0.692,25.8,60.9,0.401,1,YELLOW,Male,57,SC,High,Tier-3,Hired
17.7,0.393,32.0,94.3,0.406,5,YELLOW,Male,27,OBC,High,Metro,Rejected
2.0,0.751,86.5,41.0,0.977,4,GREEN,Non-binary,31,ST,Middle,Tier-2,Rejected
13.0,0.909,31.6,99.2,0.775,12,YELLOW,Male,42,OBC,Low,Metro,Rejected
15.7,0.703,50.7,21.5,0.859,3,YELLOW,Male,51,OBC,Low,Tier-2,Rejected
12.3,0.936,42.5,29.5,0.433,13,RED,Male,58,OBC,Low,Tier-2,Rejected
9.9,0.589,39.5,34.9,0.601,10,YELLOW,Female,38,SC,Middle,Metro,Rejected
12.3,0.577,22.1,26.4,0.474,2,YELLOW,Female,31,ST,Middle,Metro,Hired
3.0,0.305,65.3,55.1,0.473,9,RED,Female,36,OBC,Low,Tier-3,Rejected
4.3,0.71,52.1,89.2,0.17,5,GREEN,Female,35,General,Low,Tier-3,Hired
5.4,0.882,64.1,85.7,0.842,4,GREEN,Female,32,General,High,Rural,Rejected
12.0,0.646,44.4,79.6,0.417,13,RED,Male,30,General,Middle,Metro,Rejected
8.8,0.233,95.3,20.6,0.597,11,RED,Male,48,General,Low,Tier-3,Rejected
4.9,0.544,67.3,89.3,0.856,10,YELLOW,Female,58,OBC,Low,Metro,Rejected
17.7,0.756,96.9,51.7,0.777,5,GREEN,Female,44,General,Middle,Tier-2,Rejected
7.5,0.939,48.0,78.5,0.236,9,YELLOW,Male,27,OBC,Middle,Tier-3,Rejected
8.9,0.157,20.2,78.2,0.631,5,YELLOW,Female,47,ST,Low,Metro,Hired
8.2,0.127,82.5,34.2,0.516,8,RED,Female,43,General,High,Tier-2,Hired
3.6,0.413,86.2,61.2,0.295,6,YELLOW,Female,36,OBC,Middle,Metro,Rejected
14.6,0.126,24.7,94.1,0.088,8,RED,Female,21,General,Low,Metro,Rejected
9.0,0.98,70.0,41.0,0.642,10,YELLOW,Non-binary,51,OBC,Middle,Tier-3,Hired
0.3,0.424,72.9,77.2,0.783,5,GREEN,Male,44,ST,Low,Metro,Hired
19.3,0.534,31.7,96.6,0.935,1,GREEN,Male,30,General,High,Tier-2,Rejected
16.3,0.227,64.2,48.9,0.384,2,YELLOW,Non-binary,36,SC,High,Tier-3,Rejected
14.5,0.449,39.5,51.0,0.425,12,YELLOW,Female,41,General,High,Tier-2,Rejected
17.4,0.985,21.3,56.2,0.203,13,RED,Female,43,General,High,Metro,Hired
18.1,0.489,89.4,84.7,0.976,9,GREEN,Male,46,General,Middle,Metro,Hired
6.7,0.009,59.3,55.1,0.849,2,YELLOW,Male,24,General,Middle,Tier-2,Hired
12.2,0.243,82.5,58.9,0.95,8,YELLOW,Non-binary,41,General,High,Rural,Hired
12.2,0.978,77.8,37.8,0.516,6,YELLOW,Male,24,OBC,Middle,Rural,Hired
5.3,0.989,99.5,99.1,0.247,4,YELLOW,Female,27,General,Middle,Tier-2,Rejected
4.4,0.21,55.0,91.4,0.589,5,YELLOW,Male,24,SC,High,Tier-2,Rejected
2.3,0.615,54.2,68.0,0.4,11,YELLOW,Non-binary,45,General,Middle,Tier-2,Hired
13.2,0.077,42.5,96.8,0.377,13,RED,Male,53,General,Middle,Tier-3,Hired
15.6,0.577,70.0,75.0,0.127,12,YELLOW,Female,58,OBC,High,Tier-2,Rejected
15.2,0.126,58.9,96.7,0.119,3,YELLOW,Male,49,OBC,Low,Tier-3,Rejected
6.3,0.819,78.3,32.9,0.406,7,YELLOW,Female,51,SC,Middle,Metro,Hired
4.1,0.94,48.5,38.0,0.921,7,YELLOW,Male,26,SC,Middle,Rural,Hired
9.1,0.173,30.5,90.8,0.73,4,YELLOW,Female,21,OBC,Middle,Tier-2,Rejected
10.9,0.463,89.0,53.6,0.765,6,YELLOW,Female,33,ST,Middle,Tier-2,Hired
18.4,0.102,86.2,49.7,0.27,5,YELLOW,Male,35,General,High,Metro,Rejected
17.5,0.339,48.1,80.3,0.74,1,GREEN,Male,38,ST,Low,Metro,Rejected
18.3,0.065,75.2,70.4,0.432,6,YELLOW,Female,46,General,High,Tier-2,Hired
17.0,0.265,59.4,47.5,0.106,5,RED,Female,24,General,Middle,Rural,Rejected
19.3,0.99,80.9,51.8,0.421,4,GREEN,Male,25,General,Middle,Tier-2,Rejected
9.3,0.045,51.2,52.7,0.173,8,RED,Male,53,OBC,Middle,Tier-2,Rejected
0.9,0.859,62.9,30.1,0.852,10,YELLOW,Female,43,OBC,Middle,Metro,Hired
1.7,0.077,24.6,38.4,0.84,1,GREEN,Female,35,General,High,Metro,Hired
7.8,0.529,34.0,63.0,0.32,5,RED,Female,53,General,Low,Tier-2,Rejected
5.2,0.452,82.5,82.5,0.625,1,YELLOW,Male,47,OBC,Middle,Rural,Hired
3.4,0.932,50.5,53.5,0.392,11,GREEN,Male,53,OBC,Middle,Tier-2,Rejected
19.1,0.199,22.8,50.7,0.195,13,GREEN,Male,46,ST,High,Metro,Rejected
3.9,0.18,33.4,72.0,0.66,7,YELLOW,Male,40,ST,Middle,Tier-2,Rejected
19.2,0.749,52.9,32.6,0.765,13,YELLOW,Female,56,OBC,Middle,Tier-2,Rejected
15.2,0.726,77.4,50.5,0.778,9,YELLOW,Male,59,OBC,High,Tier-3,Rejected
12.8,0.699,49.1,36.7,0.19,12,RED,Female,49,OBC,High,Tier-2,Rejected
