years_of_experience,skill_match_score,assessment_score,interview_score,decision_confidence,feature_count,institution_tier,career_gap_months,applicant_surname,emotion_score,home_district,caste_indicator,risk_label
4.9,0.209,23.4,4.1,0.27,12,4,0,Yadav,0.684,Mumbai Suburban,OBC,YELLOW
5.0,0.602,41.1,9.0,0.598,7,4,0,Munda,0.578,Kalahandi,General,YELLOW
2.7,0.599,65.9,7.5,0.756,6,4,0,Paswan,0.609,Bengaluru Urban,General,GREEN
3.9,0.647,60.8,6.5,0.592,7,2,10,Gupta,0.901,Gaya,ST,GREEN
5.2,0.792,94.4,8.6,0.838,7,3,16,Menon,0.847,Bastar,General,YELLOW
2.9,0.522,59.3,6.8,0.609,5,4,3,Verma,0.603,Bengaluru Urban,SC,GREEN
7.7,0.726,60.9,7.6,0.638,9,3,0,Patil,0.868,Pune,OBC,GREEN
0.8,0.261,29.1,2.9,0.261,7,3,0,Singh,0.557,Bastar,SC,RED
2.4,0.63,80.1,4.5,0.643,5,4,0,Iyer,0.379,Kalahandi,General,RED
6.1,0.869,85.4,8.2,0.831,5,3,0,Banerjee,0.916,Kalahandi,OBC,GREEN
12.9,0.823,87.2,8.5,0.844,8,3,0,Ansari,0.96,Mumbai Suburban,OBC,GREEN
8.1,0.381,47.7,2.7,0.35,9,4,12,Yadav,0.528,Hyderabad,General,YELLOW
3.8,0.899,85.6,9.9,0.839,4,2,0,Menon,0.6,Gaya,General,GREEN
3.0,0.322,47.6,0.9,0.312,8,4,0,Sharma,0.838,Kalahandi,General,RED
2.5,0.38,53.6,5.9,0.59,9,3,6,Deshmukh,0.845,Pune,ST,GREEN
2.6,0.663,65.5,6.3,0.65,4,3,0,Singh,0.837,Pune,SC,GREEN
0.3,0.229,22.2,2.6,0.248,7,4,0,Patil,0.78,Bastar,General,RED
12.5,0.464,51.3,4.5,0.51,8,4,0,Deshmukh,0.496,Mumbai Suburban,OBC,GREEN
3.2,0.477,64.8,4.1,0.448,6,4,20,Paswan,0.44,Hyderabad,OBC,YELLOW
1.5,0.835,90.8,8.0,0.933,6,1,14,Sharma,0.966,Bastar,OBC,GREEN
4.8,0.636,67.7,7.3,0.691,4,4,0,Meena,0.703,Bengaluru Urban,General,GREEN
1.6,0.66,58.5,8.5,0.78,5,4,3,Patil,0.498,Hyderabad,OBC,GREEN
7.1,0.675,66.3,8.4,0.689,5,3,0,Singh,0.605,Kalahandi,General,GREEN
1.5,0.512,52.6,4.5,0.587,4,4,0,Kumar,0.707,Pune,General,GREEN
6.3,0.62,61.0,7.0,0.682,9,3,7,Iyer,0.768,Bastar,OBC,GREEN
2.5,0.46,61.9,5.2,0.561,5,4,30,Ansari,0.685,Bastar,OBC,RED
4.3,0.308,31.0,2.0,0.284,3,4,0,Das,0.914,Gaya,OBC,RED
6.7,0.826,72.2,9.2,0.81,14,1,0,Patil,0.503,Pune,SC,GREEN
2.0,0.684,88.2,5.4,0.762,6,3,0,Menon,0.471,Bastar,OBC,GREEN
6.6,0.546,63.8,6.4,0.615,6,3,0,Meena,0.773,Bengaluru Urban,SC,GREEN
0.3,0.33,54.0,0.7,0.215,3,3,8,Ansari,0.69,Pune,ST,YELLOW
10.6,0.694,87.9,9.3,0.778,8,4,17,Meena,0.854,Kalahandi,ST,YELLOW
7.5,0.49,44.7,4.5,0.453,3,4,0,Kumar,0.9,Kalahandi,SC,YELLOW
3.1,0.435,62.0,4.1,0.504,8,3,7,Munda,0.5,Pune,OBC,GREEN
8.6,0.427,23.4,2.8,0.311,5,4,0,Singh,0.934,Kalahandi,General,RED
7.9,0.456,68.2,4.5,0.59,3,3,13,Das,0.657,Bengaluru Urban,OBC,YELLOW
3.4,0.78,77.3,7.7,0.677,12,3,0,Sharma,0.754,Kalahandi,OBC,GREEN
3.3,0.932,100.0,10.0,0.985,5,3,0,Iyer,0.521,Bengaluru Urban,General,GREEN
1.3,0.574,61.7,5.6,0.493,7,4,0,Meena,0.638,Bengaluru Urban,ST,GREEN
3.5,0.418,65.0,6.2,0.601,4,4,0,Iyer,0.755,Bengaluru Urban,SC,GREEN
0.6,0.796,91.8,8.9,0.863,5,3,1,Iyer,0.762,Gaya,SC,GREEN
6.3,0.629,31.8,7.5,0.587,3,1,0,Iyer,0.383,Gaya,General,YELLOW
6.4,0.805,91.0,7.8,0.788,7,3,0,Ansari,0.781,Hyderabad,ST,GREEN
0.4,0.692,66.4,8.0,0.783,7,3,0,Banerjee,0.949,Kalahandi,General,GREEN
9.8,0.737,79.6,9.7,0.886,5,3,0,Meena,0.723,Kalahandi,ST,GREEN
1.8,0.453,56.1,6.0,0.567,9,3,5,Gupta,0.785,Mumbai Suburban,SC,GREEN
22.9,0.32,29.6,3.4,0.312,8,4,0,Verma,0.606,Pune,SC,YELLOW
4.1,0.419,40.7,4.0,0.438,3,3,0,Iyer,0.706,Mewat,ST,YELLOW
9.9,0.618,51.7,3.8,0.47,11,4,0,Iyer,0.796,Bastar,OBC,YELLOW
1.2,0.378,57.7,3.9,0.491,6,4,0,Menon,0.778,Mumbai Suburban,OBC,GREEN
2.5,0.352,38.4,2.6,0.414,8,4,1,Sharma,0.723,Mewat,SC,YELLOW
2.0,0.843,93.6,8.1,0.917,8,4,0,Singh,0.579,Pune,SC,GREEN
0.5,0.703,78.4,7.6,0.713,4,3,3,Deshmukh,0.975,Bengaluru Urban,OBC,GREEN
0.8,0.847,79.1,6.6,0.784,3,4,0,Meena,0.812,Mumbai Suburban,OBC,GREEN
3.0,0.732,84.5,6.3,0.671,7,4,0,Menon,0.736,Pune,SC,GREEN
4.7,0.723,95.2,8.3,0.864,6,3,4,Deshmukh,0.674,Hyderabad,OBC,GREEN
1.1,0.497,39.1,3.6,0.439,8,3,0,Yadav,0.732,Bengaluru Urban,OBC,GREEN
2.4,0.579,58.7,6.2,0.502,6,3,0,Khan,0.695,Bastar,OBC,YELLOW
1.6,0.618,82.4,5.4,0.603,5,3,20,Khan,0.93,Pune,General,YELLOW
3.2,0.446,45.1,6.5,0.502,5,3,16,Ansari,0.64,Gaya,General,RED
5.9,0.77,89.3,9.2,0.846,6,4,0,Yadav,0.608,Bengaluru Urban,General,GREEN
3.7,0.717,72.1,9.5,0.736,6,3,6,Iyer,0.763,Mewat,SC,GREEN
1.9,0.693,67.2,9.3,0.784,8,3,0,Patil,0.866,Bengaluru Urban,OBC,GREEN
7.7,0.436,13.5,3.3,0.313,3,2,0,Deshmukh,0.483,Kalahandi,General,YELLOW
4.6,0.581,57.1,3.7,0.498,3,4,0,Singh,0.731,Gaya,ST,YELLOW
3.8,0.623,69.6,7.5,0.652,5,4,26,Kumar,0.755,Kalahandi,OBC,YELLOW
1.1,0.895,100.0,10.0,1.0,3,3,0,Singh,0.699,Mumbai Suburban,OBC,GREEN
7.1,0.913,89.7,9.3,0.996,5,2,0,Meena,0.689,Kalahandi,SC,GREEN
5.0,0.686,68.3,9.9,0.762,7,4,0,Meena,0.624,Mumbai Suburban,OBC,GREEN
5.2,0.432,40.5,7.6,0.502,9,3,14,Sharma,0.691,Pune,OBC,YELLOW
2.7,0.503,67.0,6.4,0.629,7,4,10,Banerjee,0.582,Kalahandi,General,GREEN
2.3,0.612,62.4,7.7,0.651,6,4,0,Patil,0.685,Mewat,General,GREEN
12.6,0.418,42.8,2.5,0.358,5,4,0,Munda,0.843,Pune,General,YELLOW
2.2,0.347,34.3,4.2,0.407,6,4,0,Kumar,0.642,Hyderabad,SC,GREEN
0.9,0.754,92.8,6.1,0.669,5,3,0,Yadav,0.835,Pune,General,GREEN
4.0,0.918,100.0,9.4,1.0,5,3,0,Gupta,0.541,Mumbai Suburban,General,GREEN
3.3,0.885,87.2,8.3,0.866,7,3,0,Verma,0.672,Hyderabad,OBC,GREEN
8.0,0.548,31.8,4.5,0.418,3,2,0,Munda,0.588,Bengaluru Urban,General,GREEN
2.9,0.482,46.1,4.1,0.447,10,3,0,Yadav,0.858,Bastar,OBC,YELLOW
5.7,0.838,94.0,9.1,0.894,6,3,23,Iyer,0.887,Gaya,OBC,GREEN
10.4,0.794,80.1,7.1,0.682,4,2,0,Ansari,0.841,Bengaluru Urban,OBC,GREEN
4.7,0.796,68.8,9.4,0.883,9,4,0,Paswan,0.724,Bengaluru Urban,General,GREEN
1.2,0.803,100.0,8.1,0.873,4,3,0,Yadav,0.629,Pune,General,GREEN
4.8,0.653,59.7,7.8,0.699,5,4,27,Patil,0.929,Hyderabad,General,GREEN
2.4,0.527,45.2,4.2,0.514,7,2,0,Paswan,0.347,Pune,General,GREEN
4.2,0.77,66.8,8.1,0.698,6,1,0,Sharma,0.603,Mumbai Suburban,General,GREEN
3.4,0.545,48.7,4.3,0.511,9,4,0,Meena,0.938,Hyderabad,General,GREEN
0.8,0.844,62.5,6.5,0.693,3,2,0,Munda,0.489,Bengaluru Urban,General,GREEN
2.9,0.687,69.3,7.7,0.759,5,4,0,Paswan,0.816,Kalahandi,General,GREEN
1.1,0.389,53.0,1.6,0.253,6,4,0,Sharma,0.268,Gaya,OBC,RED
2.1,0.858,89.1,7.6,0.831,5,3,0,Yadav,0.837,Mumbai Suburban,OBC,GREEN
7.1,0.718,56.7,5.4,0.578,3,1,0,Khan,0.577,Gaya,SC,GREEN
3.6,0.567,75.8,6.5,0.68,3,3,0,Menon,0.901,Hyderabad,OBC,GREEN
5.5,0.513,59.7,5.2,0.567,4,4,0,Sharma,0.739,Mewat,General,YELLOW
3.9,0.638,60.3,6.7,0.602,7,4,1,Verma,0.538,Bengaluru Urban,General,GREEN
2.6,0.689,80.1,5.5,0.644,6,3,8,Verma,0.715,Gaya,OBC,GREEN
4.2,0.555,79.3,7.0,0.677,5,3,8,Das,0.548,Pune,OBC,GREEN
0.4,0.434,47.4,5.8,0.451,6,3,10,Patil,0.65,Bengaluru Urban,OBC,GREEN
6.3,0.683,74.5,7.7,0.775,8,4,0,Sharma,0.569,Bengaluru Urban,General,GREEN
1.4,0.869,88.0,10.0,0.898,7,4,3,Deshmukh,0.823,Mumbai Suburban,OBC,GREEN
5.2,0.506,43.7,4.4,0.316,4,4,0,Patil,0.875,Hyderabad,SC,YELLOW
2.5,0.463,48.0,5.9,0.492,5,3,1,Deshmukh,0.742,Bastar,General,YELLOW
0.8,0.679,85.2,8.6,0.745,9,4,28,Gupta,0.931,Pune,OBC,GREEN
1.7,0.547,68.2,7.5,0.578,7,3,17,Sharma,0.766,Hyderabad,ST,YELLOW
5.2,0.331,24.9,3.3,0.241,6,4,1,Banerjee,0.649,Mewat,OBC,RED
15.7,0.476,76.6,7.2,0.659,8,4,11,Ansari,0.531,Bastar,SC,GREEN
3.2,0.714,71.5,6.5,0.759,3,4,0,Meena,0.915,Pune,General,GREEN
14.3,0.504,51.0,4.3,0.497,9,2,0,Kumar,0.8,Kalahandi,OBC,GREEN
0.4,0.544,67.5,5.7,0.566,6,4,0,Kumar,0.794,Mumbai Suburban,OBC,GREEN
2.7,0.595,34.6,6.1,0.54,5,4,0,Iyer,0.643,Mewat,General,YELLOW
3.2,0.357,49.0,4.6,0.413,8,3,0,Munda,0.838,Pune,OBC,GREEN
5.4,0.866,91.7,9.6,0.88,5,4,0,Iyer,0.916,Pune,OBC,GREEN
1.8,0.445,46.9,5.4,0.427,6,4,4,Khan,0.636,Pune,OBC,GREEN
4.5,0.694,68.2,9.4,0.684,6,4,0,Sharma,0.919,Gaya,SC,GREEN
2.8,0.695,83.3,7.4,0.737,10,1,7,Banerjee,0.788,Bengaluru Urban,General,GREEN
8.9,0.841,61.3,10.0,0.826,6,4,0,Iyer,0.813,Mewat,OBC,GREEN
4.0,0.916,96.9,8.1,0.894,7,4,0,Deshmukh,0.917,Mumbai Suburban,OBC,GREEN
21.6,0.478,52.1,5.1,0.482,6,4,0,Sharma,0.564,Kalahandi,SC,YELLOW
2.8,0.649,81.5,6.4,0.654,4,2,0,Kumar,0.574,Gaya,OBC,GREEN
8.4,0.353,34.8,2.9,0.361,8,4,8,Verma,0.783,Bengaluru Urban,SC,YELLOW
10.6,0.754,79.8,8.1,0.721,12,4,0,Iyer,0.542,Gaya,General,GREEN
6.2,0.686,63.7,7.0,0.713,4,2,0,Meena,0.628,Pune,General,GREEN
2.7,0.523,52.1,6.1,0.501,6,2,4,Paswan,0.586,Kalahandi,General,GREEN
1.0,0.776,91.3,9.0,0.825,7,4,0,Iyer,0.718,Pune,SC,GREEN
9.0,0.869,79.5,7.3,0.725,6,4,0,Das,0.854,Bastar,General,GREEN
1.9,0.447,69.2,6.8,0.581,5,4,0,Singh,0.916,Pune,SC,GREEN
0.4,0.474,68.7,5.4,0.616,9,4,26,Khan,0.633,Gaya,SC,RED
4.0,0.867,99.5,8.3,0.923,7,3,0,Sharma,0.835,Hyderabad,General,GREEN
10.0,0.668,76.3,8.7,0.816,4,4,20,Singh,0.639,Bengaluru Urban,OBC,GREEN
1.0,0.868,81.3,10.0,0.92,7,3,0,Deshmukh,0.584,Mewat,General,GREEN
6.9,0.704,74.8,5.3,0.605,6,4,0,Deshmukh,0.376,Gaya,General,RED
0.2,0.742,75.3,7.9,0.745,6,3,0,Paswan,0.672,Bengaluru Urban,OBC,GREEN
10.6,0.717,61.4,8.5,0.688,11,2,0,Patil,0.791,Mewat,General,GREEN
4.8,0.681,92.3,5.9,0.798,6,4,0,Sharma,0.825,Mumbai Suburban,General,GREEN
0.9,0.771,82.5,4.0,0.605,4,3,0,Yadav,0.899,Kalahandi,OBC,YELLOW
6.4,0.675,70.7,7.6,0.759,6,2,0,Sharma,0.944,Mewat,OBC,GREEN
2.0,0.877,100.0,10.0,1.0,6,3,6,Munda,0.617,Hyderabad,General,GREEN
1.3,0.816,82.4,6.3,0.848,5,4,0,Singh,0.713,Mewat,SC,GREEN
2.0,0.42,40.7,4.7,0.412,3,4,0,Kumar,0.724,Hyderabad,General,GREEN
5.9,0.619,51.2,5.9,0.609,7,3,0,Gupta,0.9,Kalahandi,OBC,YELLOW
1.2,0.817,100.0,8.9,1.0,5,3,0,Munda,0.869,Bengaluru Urban,OBC,GREEN
0.1,0.722,76.4,5.4,0.644,3,3,20,Singh,0.931,Kalahandi,OBC,RED
2.1,0.669,42.3,5.3,0.464,6,3,0,Yadav,0.855,Bengaluru Urban,ST,GREEN
9.3,0.174,0.0,2.9,0.061,4,3,0,Verma,0.711,Bengaluru Urban,ST,RED
9.2,0.699,63.2,8.1,0.749,11,3,23,Yadav,0.985,Mewat,OBC,YELLOW
2.0,0.65,61.2,9.3,0.637,3,4,0,Munda,0.771,Mewat,General,GREEN
1.9,0.849,82.6,9.9,0.87,4,3,0,Das,0.693,Mewat,SC,GREEN
1.8,0.743,74.5,6.0,0.718,7,1,0,Deshmukh,0.686,Bastar,SC,GREEN
1.7,0.335,22.1,4.4,0.341,3,2,0,Menon,0.911,Mumbai Suburban,OBC,GREEN
1.8,0.692,76.4,10.0,0.84,6,4,5,Munda,0.803,Mumbai Suburban,OBC,GREEN
4.2,0.573,74.1,6.9,0.679,5,3,8,Iyer,0.759,Bastar,OBC,GREEN
9.4,0.643,67.8,7.5,0.754,9,4,0,Munda,0.788,Mumbai Suburban,OBC,GREEN
1.2,0.798,75.1,9.2,0.775,5,1,0,Sharma,0.967,Mumbai Suburban,SC,GREEN
1.5,0.648,51.2,6.2,0.559,10,2,0,Singh,0.733,Bastar,SC,GREEN
4.6,0.623,73.8,3.6,0.535,4,3,0,Munda,0.637,Bastar,General,YELLOW
6.2,0.764,62.7,9.0,0.805,5,4,0,Khan,0.948,Mewat,General,GREEN
0.6,0.599,75.7,7.7,0.754,10,4,2,Deshmukh,0.864,Kalahandi,OBC,GREEN
12.2,0.502,55.0,7.7,0.63,9,4,0,Ansari,0.889,Bengaluru Urban,SC,GREEN
2.5,0.421,39.7,3.9,0.462,6,4,26,Sharma,0.641,Mewat,ST,RED
0.6,0.946,95.0,7.9,0.836,9,2,6,Munda,0.694,Gaya,OBC,GREEN
0.5,0.506,68.6,5.3,0.657,8,4,9,Menon,0.856,Pune,OBC,GREEN
0.5,0.267,35.9,2.9,0.381,3,3,0,Khan,0.542,Bengaluru Urban,General,GREEN
8.3,0.52,59.1,6.5,0.624,6,4,0,Munda,0.797,Bastar,SC,GREEN
3.6,0.748,81.5,6.3,0.82,5,4,0,Munda,0.72,Bengaluru Urban,SC,GREEN
8.4,0.764,86.0,8.1,0.729,8,3,1,Yadav,0.461,Bengaluru Urban,OBC,GREEN
3.0,0.207,42.3,4.7,0.34,5,3,17,Ansari,0.787,Gaya,OBC,RED
8.2,0.527,54.7,7.2,0.561,9,4,0,Gupta,0.918,Kalahandi,General,YELLOW
3.0,0.561,64.3,5.1,0.607,7,1,0,Iyer,0.866,Bengaluru Urban,OBC,GREEN
5.4,0.693,47.3,4.1,0.473,13,4,0,Kumar,0.683,Gaya,OBC,RED
3.2,0.571,68.4,7.4,0.703,11,1,16,Khan,0.445,Bengaluru Urban,OBC,GREEN
2.8,0.404,70.7,3.7,0.562,3,3,0,Khan,0.748,Hyderabad,SC,GREEN
1.3,0.836,65.7,9.9,0.862,7,3,0,Ansari,0.633,Mewat,SC,GREEN
6.0,0.574,82.4,6.4,0.694,5,3,0,Ansari,0.747,Bengaluru Urban,ST,GREEN
1.0,0.795,86.7,9.6,0.825,9,2,0,Yadav,0.623,Pune,General,GREEN
6.0,0.527,30.7,5.2,0.409,8,2,6,Ansari,0.787,Gaya,General,GREEN
3.8,0.766,82.0,8.3,0.868,3,4,0,Menon,0.957,Hyderabad,General,GREEN
6.2,0.765,80.6,7.9,0.826,5,2,0,Singh,0.74,Bengaluru Urban,OBC,GREEN
4.1,0.732,87.3,8.4,0.813,7,4,1,Iyer,0.664,Bengaluru Urban,General,GREEN
8.9,0.17,17.6,0.3,0.104,5,4,0,Khan,0.638,Bengaluru Urban,OBC,RED
5.0,0.503,62.2,8.3,0.55,3,4,0,Menon,0.784,Pune,SC,GREEN
3.8,0.683,82.1,6.7,0.671,7,2,0,Kumar,0.831,Mumbai Suburban,OBC,GREEN
9.2,0.368,45.7,5.0,0.537,7,3,3,Ansari,0.801,Mewat,General,YELLOW
0.5,0.376,54.5,5.0,0.41,3,4,0,Das,0.497,Hyderabad,OBC,GREEN
0.7,0.541,54.7,5.9,0.569,7,4,0,Singh,0.864,Mumbai Suburban,OBC,GREEN
6.6,0.318,43.7,2.2,0.375,7,4,0,Singh,0.661,Mumbai Suburban,OBC,GREEN
3.5,0.412,77.2,3.9,0.462,4,3,35,Singh,0.688,Hyderabad,General,YELLOW
0.5,0.754,69.6,7.4,0.739,3,3,0,Khan,0.761,Mumbai Suburban,SC,GREEN
1.9,0.531,62.3,6.3,0.642,9,4,0,Verma,0.988,Mumbai Suburban,SC,GREEN
8.8,0.284,22.3,4.0,0.303,7,4,0,Das,0.964,Pune,SC,YELLOW
4.0,0.365,62.1,6.6,0.692,5,3,7,Meena,0.762,Hyderabad,SC,GREEN
3.6,0.748,55.0,5.2,0.523,4,2,0,Paswan,0.796,Bengaluru Urban,OBC,GREEN
1.7,0.383,40.7,5.5,0.5,4,4,8,Singh,0.723,Bastar,OBC,YELLOW
6.8,0.4,76.1,6.2,0.585,4,3,19,Gupta,0.92,Mumbai Suburban,General,YELLOW
3.1,0.764,71.5,8.5,0.815,3,1,0,Yadav,0.921,Pune,SC,GREEN
5.8,0.78,82.4,4.7,0.713,5,4,0,Patil,0.902,Mumbai Suburban,General,GREEN
1.5,0.602,72.7,5.5,0.59,4,2,0,Menon,0.573,Pune,General,GREEN
15.7,0.559,54.5,7.3,0.623,11,4,0,Ansari,0.558,Mewat,OBC,GREEN
10.1,0.641,43.8,5.7,0.457,9,4,0,Deshmukh,0.726,Gaya,OBC,YELLOW
3.9,0.875,71.8,7.0,0.794,3,2,0,Sharma,0.784,Gaya,OBC,GREEN
4.7,0.658,87.0,8.7,0.814,8,3,20,Das,0.915,Bastar,OBC,YELLOW
1.9,0.662,85.9,7.6,0.792,4,4,0,Deshmukh,0.903,Pune,General,GREEN
6.2,0.579,42.9,6.6,0.609,8,4,0,Das,0.648,Hyderabad,General,GREEN
12.1,0.879,73.4,7.8,0.816,5,2,6,Meena,0.92,Kalahandi,General,GREEN
5.9,0.703,58.6,5.1,0.607,3,2,0,Sharma,0.974,Gaya,General,GREEN
1.2,0.864,82.6,10.0,0.853,6,4,0,Patil,0.833,Mewat,OBC,GREEN
11.8,0.361,26.8,9.1,0.477,4,3,0,Singh,0.826,Kalahandi,General,YELLOW
14.7,0.82,91.1,7.1,0.873,7,3,17,Iyer,0.862,Kalahandi,General,GREEN
4.9,0.593,66.6,8.8,0.785,7,4,10,Menon,0.759,Mumbai Suburban,SC,GREEN
1.5,0.792,79.9,8.2,0.792,6,4,0,Patil,0.799,Hyderabad,General,GREEN
3.6,0.485,37.2,4.3,0.431,6,3,0,Munda,0.307,Gaya,OBC,RED
5.5,0.977,100.0,9.7,0.937,7,1,0,Paswan,0.771,Pune,ST,GREEN
4.6,0.65,56.1,8.5,0.746,4,3,3,Banerjee,0.468,Mumbai Suburban,SC,GREEN
1.2,0.559,59.7,4.9,0.582,7,3,0,Banerjee,0.705,Gaya,ST,YELLOW
5.5,0.294,52.4,3.3,0.48,4,3,8,Das,0.835,Pune,SC,GREEN
8.7,0.762,100.0,6.7,0.767,9,3,3,Menon,0.365,Mumbai Suburban,General,GREEN
0.9,0.772,95.2,9.9,0.886,5,4,7,Verma,0.903,Hyderabad,OBC,GREEN
1.0,0.596,66.9,8.5,0.717,3,3,1,Munda,0.773,Mumbai Suburban,SC,GREEN
1.8,0.804,58.5,8.8,0.789,8,2,0,Verma,0.694,Gaya,OBC,GREEN
2.9,0.918,100.0,10.0,0.962,4,4,0,Munda,0.923,Hyderabad,General,GREEN
7.0,0.659,67.3,6.4,0.614,6,4,0,Singh,0.534,Bastar,General,YELLOW
8.6,0.44,52.1,5.7,0.554,3,3,0,Munda,0.936,Hyderabad,OBC,GREEN
1.4,0.954,99.4,8.5,0.969,5,2,0,Singh,0.705,Bengaluru Urban,SC,GREEN
4.2,0.732,79.4,8.1,0.733,6,3,0,Sharma,0.691,Bengaluru Urban,SC,GREEN
8.4,0.479,47.9,4.5,0.537,6,2,0,Paswan,0.836,Hyderabad,SC,GREEN
4.2,0.422,46.6,4.0,0.488,5,3,12,Munda,0.72,Kalahandi,General,YELLOW
4.4,0.444,64.7,8.1,0.64,4,4,29,Banerjee,0.513,Bengaluru Urban,General,GREEN
5.0,0.444,29.4,3.0,0.35,7,2,1,Menon,0.725,Bengaluru Urban,SC,GREEN
2.6,0.735,63.3,7.3,0.727,7,3,1,Gupta,0.57,Bengaluru Urban,ST,GREEN
3.9,0.585,45.0,2.0,0.369,5,2,4,Das,0.498,Mewat,General,GREEN
0.2,0.558,68.3,5.8,0.609,7,4,0,Meena,0.706,Gaya,OBC,YELLOW
1.9,0.782,82.6,7.5,0.678,5,4,0,Yadav,0.493,Gaya,OBC,GREEN
5.4,0.602,48.9,4.7,0.564,6,2,0,Das,0.962,Mewat,SC,GREEN
1.3,0.478,44.8,2.5,0.314,6,4,1,Menon,0.654,Pune,General,YELLOW
7.1,0.694,63.6,6.4,0.732,7,2,6,Ansari,0.649,Gaya,OBC,GREEN
0.4,0.71,88.0,8.2,0.787,3,3,11,Verma,0.848,Mumbai Suburban,OBC,GREEN
6.9,0.206,34.2,2.2,0.245,9,3,4,Deshmukh,0.82,Bastar,General,RED
6.9,0.366,62.1,6.5,0.514,4,3,0,Yadav,0.886,Mumbai Suburban,SC,GREEN
16.6,0.598,61.5,7.3,0.633,11,2,14,Verma,0.949,Kalahandi,ST,GREEN
2.5,0.696,95.0,8.6,0.906,8,4,29,Meena,0.787,Kalahandi,SC,GREEN
3.5,0.433,52.1,4.6,0.347,8,4,16,Paswan,0.322,Bastar,General,RED
11.2,0.767,87.7,9.5,0.929,6,4,18,Menon,0.601,Bastar,General,GREEN
10.1,0.835,98.3,6.7,0.846,5,3,0,Paswan,0.414,Pune,OBC,GREEN
8.0,0.746,90.9,6.6,0.711,8,3,0,Paswan,0.683,Bengaluru Urban,General,GREEN
4.7,0.461,66.9,8.8,0.616,9,3,0,Khan,0.957,Hyderabad,OBC,GREEN
11.0,0.8,62.1,7.8,0.817,8,2,0,Ansari,0.905,Gaya,General,GREEN
20.9,0.857,86.9,8.6,0.815,9,2,0,Sharma,0.892,Bengaluru Urban,SC,GREEN
5.8,0.854,95.0,9.1,0.847,6,4,0,Munda,0.763,Kalahandi,OBC,GREEN
3.7,0.698,64.1,6.3,0.713,7,3,0,Kumar,0.676,Pune,General,GREEN
6.4,0.702,56.4,7.8,0.699,7,3,2,Gupta,0.591,Mumbai Suburban,General,GREEN
4.1,0.677,52.9,5.4,0.535,5,4,0,Banerjee,0.709,Gaya,General,YELLOW
2.7,0.732,72.0,8.4,0.775,12,1,0,Khan,0.769,Bengaluru Urban,OBC,GREEN
7.1,0.469,67.1,3.3,0.439,5,3,0,Yadav,0.469,Kalahandi,OBC,YELLOW
2.1,0.527,42.6,6.0,0.573,7,3,0,Kumar,0.496,Bengaluru Urban,OBC,GREEN
5.7,0.418,35.1,5.5,0.493,8,4,1,Iyer,0.694,Bengaluru Urban,General,GREEN
0.5,0.668,69.8,8.6,0.769,4,4,18,Sharma,0.686,Mewat,SC,YELLOW
12.5,0.806,70.7,6.9,0.752,6,2,0,Patil,0.686,Bengaluru Urban,General,GREEN
1.5,0.672,50.5,6.8,0.707,4,2,0,Singh,0.846,Bastar,SC,GREEN
0.7,0.752,57.8,9.4,0.757,6,1,7,Verma,0.685,Mewat,OBC,GREEN
9.9,0.916,81.3,9.3,0.827,8,2,3,Meena,0.662,Bastar,General,GREEN
11.3,0.692,93.8,5.4,0.746,9,3,0,Paswan,0.812,Bengaluru Urban,OBC,GREEN
4.6,0.57,70.5,8.0,0.796,5,2,24,Sharma,0.922,Mumbai Suburban,SC,GREEN
3.2,0.277,44.5,4.4,0.337,3,3,1,Iyer,0.973,Hyderabad,General,YELLOW
2.5,0.666,73.6,5.7,0.639,5,4,30,Yadav,0.507,Bengaluru Urban,General,GREEN
4.4,0.562,52.8,6.3,0.594,4,4,0,Menon,0.962,Hyderabad,General,GREEN
3.4,0.676,77.8,8.5,0.765,3,3,0,Kumar,0.509,Pune,OBC,GREEN
3.0,0.815,87.3,7.7,0.77,9,4,0,Patil,0.801,Pune,OBC,GREEN
1.4,0.805,84.9,6.6,0.827,3,4,0,Meena,0.742,Pune,ST,GREEN
0.9,0.683,90.1,5.7,0.834,4,4,0,Iyer,0.928,Pune,General,GREEN
3.8,0.302,27.1,1.9,0.264,3,3,0,Paswan,0.491,Hyderabad,SC,YELLOW
4.3,0.673,57.9,8.6,0.659,5,3,0,Verma,0.628,Gaya,ST,GREEN
1.7,0.141,22.6,0.3,0.055,10,4,0,Iyer,0.648,Bastar,General,RED
1.9,0.569,69.1,4.6,0.586,4,4,0,Ansari,0.667,Mumbai Suburban,OBC,GREEN
4.3,0.59,48.6,5.9,0.611,4,3,0,Ansari,0.53,Bastar,OBC,YELLOW
1.3,0.697,83.5,9.3,0.844,4,3,15,Patil,0.958,Bengaluru Urban,OBC,GREEN
8.2,0.693,64.4,10.0,0.779,7,4,31,Yadav,0.854,Pune,General,GREEN
5.5,0.47,55.0,5.3,0.487,11,4,0,Patil,0.633,Bengaluru Urban,OBC,GREEN
1.6,0.269,17.2,1.7,0.149,5,1,0,Menon,0.75,Kalahandi,OBC,YELLOW
5.3,0.516,62.2,5.3,0.598,3,4,12,Gupta,0.666,Bengaluru Urban,OBC,GREEN
1.4,0.81,64.6,10.0,0.864,4,2,1,Kumar,0.863,Mewat,OBC,GREEN
6.9,0.437,60.6,3.0,0.37,6,3,2,Munda,0.653,Pune,General,GREEN
